rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
3481,https://boardgamegeek.com/boardgame/172969/pixel-tactics-5,172969,Pixel Tactics 5,2,2,45,45,45,2015,7.52899,5.73293,119,//cf.geekdo-images.com/images/pic2403298.jpg,12,"Hand Management, Variable Player Powers",1041,"Card Game, Expansion for Base-game, Fantasy, Fighting, Video Game Theme","D. Brad Talton, Jr.",2.75
3482,https://boardgamegeek.com/boardgame/20077/kutuzov,20077,Kutuzov,2,4,360,360,360,2008,6.8678,5.73287,200,//cf.geekdo-images.com/images/pic368807.jpg,12,Campaign / Battle Card Driven,777,"Napoleonic, Wargame","Mark McLaughlin, Fred Schachter",3.3542
3483,https://boardgamegeek.com/boardgame/895/apba-pro-baseball,895,APBA Pro Baseball,1,2,30,30,30,1951,6.79954,5.73279,219,//cf.geekdo-images.com/images/pic579142.jpg,10,"Dice Rolling, Simultaneous Action Selection",379,Sports,Dick Seitz,1.913
3484,https://boardgamegeek.com/boardgame/90190/secret-monte-cristo,90190,The Secret of Monte Cristo,2,4,60,60,60,2011,6.1943,5.73269,497,//cf.geekdo-images.com/images/pic899476.jpg,8,"Action Point Allowance System, Area Control / Area Influence, Variable Phase Order",925,"Exploration, Novel-based","Charles Chevallier, Arnaud Urbon",2.3947
3485,https://boardgamegeek.com/boardgame/16933/super-munchkin,16933,Super Munchkin,3,6,90,90,90,2005,5.93769,5.73267,2136,//cf.geekdo-images.com/images/pic71945.jpg,10,"Dice Rolling, Trading, Variable Player Powers",4451,"Card Game, Comic Book / Strip, Fighting, Humor",Steve Jackson (I),1.8392
3486,https://boardgamegeek.com/boardgame/121409/1969,121409,1969,2,5,90,90,90,2012,6.4202,5.73248,344,//cf.geekdo-images.com/images/pic1364640.jpg,10,Dice Rolling,490,Exploration,"Aureliano Buonfino, Andrea Crespi, Lorenzo Silva, Lorenzo Tucci Sorrentino",2.25
3487,https://boardgamegeek.com/boardgame/2324/last-frontier-vesuvius-incident,2324,Last Frontier: The Vesuvius Incident,1,1,120,120,120,1993,7.03817,5.73244,169,//cf.geekdo-images.com/images/pic1415483.jpg,12,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation",590,Science Fiction,"Neal Sofge, Michael Wasson",2.875
3488,https://boardgamegeek.com/boardgame/40432/stratego-revised-edition,40432,Stratego (Revised Edition),2,2,30,30,30,2008,6.2275,5.73225,536,//cf.geekdo-images.com/images/pic362170.jpg,8,"Memory, Secret Unit Deployment",1199,"Abstract Strategy, Bluffing, Deduction, Fantasy, Fighting, Memory",(Uncredited),1.9677
3489,https://boardgamegeek.com/boardgame/67148/ultimate-werewolf-compact-edition,67148,Ultimate Werewolf: Compact Edition,5,34,45,45,45,2010,6.81224,5.7322,196,//cf.geekdo-images.com/images/pic669544.jpg,8,"Partnerships, Role Playing, Variable Player Powers, Voting",376,"Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Negotiation, Party Game",Ted Alspach,1.5
3490,https://boardgamegeek.com/boardgame/24511/simply-catan,24511,Simply Catan,2,4,30,30,30,2006,6.99688,5.73142,173,//cf.geekdo-images.com/images/pic701835.jpg,10,"Dice Rolling, Hand Management, Memory, Modular Board, Route/Network Building, Trading",305,"Civilization, Negotiation",Klaus Teuber,2.381
3491,https://boardgamegeek.com/boardgame/1702/klondike,1702,Klondike,2,4,20,20,20,1993,6.38258,5.73116,330,//cf.geekdo-images.com/images/pic325017.jpg,6,Betting/Wagering,465,"Action / Dexterity, Bluffing, Children's Game","Stefanie Rohner, Christian Wolf",1.3929
3492,https://boardgamegeek.com/boardgame/39088/hoppladi-hopplada,39088,Hoppladi Hopplada!,2,7,20,20,20,2008,6.28505,5.73112,388,//cf.geekdo-images.com/images/pic389241.jpg,8,"Dice Rolling, Press Your Luck",591,"Animals, Children's Game, Dice",Markus Kropf,1.2647
3493,https://boardgamegeek.com/boardgame/499/arbos,499,Arbos,1,8,30,30,30,1999,6.37324,5.7311,330,//cf.geekdo-images.com/images/pic248093.jpg,6,none,380,"Action / Dexterity, Children's Game, Party Game","Martin Arnold, Armin Müller",1
3494,https://boardgamegeek.com/boardgame/164237/neptun,164237,Neptun,3,5,45,45,45,2014,6.63901,5.7306,241,//cf.geekdo-images.com/images/pic2335546.jpg,8,Route/Network Building,658,"Ancient, Nautical",Dirk Henn,2.6
3495,https://boardgamegeek.com/boardgame/1313/1826,1313,1826,2,6,210,210,210,2000,7.43226,5.73045,124,//cf.geekdo-images.com/images/pic784601.jpg,14,"Route/Network Building, Stock Holding, Tile Placement",169,Trains,David G. D. Hecht,4
3496,https://boardgamegeek.com/boardgame/171672/why-first,171672,Why First?,2,6,25,15,25,2015,6.13347,5.73034,553,//cf.geekdo-images.com/images/pic2323662.jpg,7,"Hand Management, Simultaneous Action Selection",830,Racing,Simon Havard,1.1905
3497,https://boardgamegeek.com/boardgame/53624/empires-america,53624,Empires in America,1,1,25,25,25,2009,7.2261,5.73026,146,//cf.geekdo-images.com/images/pic536395.jpg,12,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",337,"Age of Reason, American Indian Wars, Wargame",Joseph Miranda,2.32
3498,https://boardgamegeek.com/boardgame/185374/loot-n-run,185374,Loot N Run,2,6,30,15,30,2016,6.72194,5.73021,222,//cf.geekdo-images.com/images/pic2825518.jpg,8,Press Your Luck,432,"Adventure, Ancient, Bluffing, Exploration, Party Game",Christian Lemay,1.1429
3499,https://boardgamegeek.com/boardgame/4610/lord-rings-duel,4610,Lord of the Rings: The Duel,2,2,45,45,45,2002,5.93408,5.73007,1160,//cf.geekdo-images.com/images/pic658637.jpg,10,Hand Management,2484,"Fantasy, Fighting, Novel-based",Peter Neugebauer,1.7059
3500,https://boardgamegeek.com/boardgame/132620/gobbit,132620,Gobbit,2,8,20,10,20,2012,6.62049,5.73004,266,//cf.geekdo-images.com/images/pic3033828.jpg,6,"Pattern Recognition, Player Elimination",460,"Action / Dexterity, Animals, Card Game, Party Game","Jean-Baptiste Fremaux, Thomas Luzurier, Paul-Adrien Tournier",1.2941
3501,https://boardgamegeek.com/boardgame/5686/stargrunt-ii,5686,Stargrunt II,2,4,120,120,120,1996,7.4489,5.72992,136,//cf.geekdo-images.com/images/pic168093.jpg,12,"Dice Rolling, Variable Phase Order",285,"Miniatures, Science Fiction, Wargame","Steve Blease, Mike Elliott, Jon M. Tuffley",2.96
3502,https://boardgamegeek.com/boardgame/720/fast-food-franchise,720,Fast Food Franchise,2,5,120,120,120,1992,6.34939,5.72991,360,//cf.geekdo-images.com/images/pic359087.jpg,12,Roll / Spin and Move,409,Economic,Thomas Lehmann,2.1714
3503,https://boardgamegeek.com/boardgame/129945/homestretch,129945,HomeStretch,2,6,60,60,60,2012,6.76548,5.72959,210,//cf.geekdo-images.com/images/pic1405267.jpg,14,"Betting/Wagering, Card Drafting, Dice Rolling, Roll / Spin and Move, Stock Holding",325,"Animals, Racing, Sports",Frank DiLorenzo,1.6071
3504,https://boardgamegeek.com/boardgame/204675/arrival,204675,The Arrival,2,4,90,75,90,2016,7.07914,5.72957,175,//cf.geekdo-images.com/images/pic3109969.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Hand Management, Point to Point Movement, Simultaneous Action Selection",286,"Ancient, Civilization, Mythology, Territory Building",Martin Wallace,2.7273
3505,https://boardgamegeek.com/boardgame/42651/airborne-your-pocket-free-trial-version,42651,Airborne In Your Pocket: Free Trial Version,1,2,15,15,15,2009,7.06086,5.72938,175,//cf.geekdo-images.com/images/pic537084.jpg,10,"Co-operative Play, Tile Placement",356,"Aviation / Flight, Exploration, Print & Play, Wargame, World War II",Emmanuel Aquin,1.6571
3506,https://boardgamegeek.com/boardgame/5071/sjoelen,5071,Sjoelen,1,4,30,30,30,1870,6.69954,5.72933,217,//cf.geekdo-images.com/images/pic2602109.jpg,6,none,163,Action / Dexterity,(Uncredited),1.2
3507,https://boardgamegeek.com/boardgame/1275/221b-baker-street-master-detective-game,1275,221B Baker Street: The Master Detective Game,2,6,90,90,90,1975,5.95268,5.72924,1790,//cf.geekdo-images.com/images/pic2235991.jpg,10,"Paper-and-Pencil, Role Playing, Roll / Spin and Move",4250,"Deduction, Murder/Mystery, Novel-based","Antler Productions, Jay Moriarty",1.8118
3508,https://boardgamegeek.com/boardgame/150013/no-retreat-4-italian-front-1943-45,150013,No Retreat 4! Italian Front: 1943-45,2,3,0,0,0,2015,7.8801,5.72894,103,//cf.geekdo-images.com/images/pic2577579.jpg,14,Hex-and-Counter,590,"Wargame, World War II",Carl Paradis,3.8333
3509,https://boardgamegeek.com/boardgame/22465/dot,22465,On the Dot,2,4,5,5,5,2006,6.25105,5.72857,428,//cf.geekdo-images.com/images/pic301070.jpg,10,"Pattern Building, Pattern Recognition",666,Abstract Strategy,Dominique Bodin,1.6735
3510,https://boardgamegeek.com/boardgame/2542/gargon,2542,Gargon,3,5,45,45,45,2001,6.03341,5.72851,732,//cf.geekdo-images.com/images/pic149721.jpg,10,none,1207,"Card Game, Fantasy",Rüdiger Dorn,1.7656
3511,https://boardgamegeek.com/boardgame/7251/speed-heat,7251,The Speed of Heat,2,2,150,150,150,1992,7.35224,5.7285,148,//cf.geekdo-images.com/images/pic1716832.png,12,"Hex-and-Counter, Variable Phase Order",428,"Aviation / Flight, Korean War, Modern Warfare, Vietnam War, Wargame",J. D. Webster,3.9184
3512,https://boardgamegeek.com/boardgame/187679/horus-heresy-betrayal-calth,187679,The Horus Heresy: Betrayal at Calth,2,2,0,0,0,2015,7.71811,5.72832,127,//cf.geekdo-images.com/images/pic2742030.jpg,0,"Dice Rolling, Variable Player Powers",541,"Miniatures, Science Fiction, Wargame",none,2.5556
3513,https://boardgamegeek.com/boardgame/71272/hornet,71272,Hornet,2,5,45,45,45,2010,6.28577,5.72824,478,//cf.geekdo-images.com/images/pic971030.jpg,10,"Area Control / Area Influence, Modular Board, Simultaneous Action Selection, Take That",924,"Animals, Bluffing","Jani Moliis, Tero Moliis",2.0732
3514,https://boardgamegeek.com/boardgame/175961/three-cheers-master,175961,Three Cheers for Master,2,6,40,20,40,2015,6.51481,5.72787,316,//cf.geekdo-images.com/images/pic2475824.jpg,13,"Hand Management, Take That",912,"Card Game, Humor",Daniel Windfeld Schmidt,1.6667
3515,https://boardgamegeek.com/boardgame/162351/shadows-over-normandie,162351,Shadows over Normandie,2,3,90,90,90,2015,7.51221,5.72764,129,//cf.geekdo-images.com/images/pic2078171.jpg,14,"Dice Rolling, Grid Movement, Hex-and-Counter, Modular Board, Variable Player Powers",802,"Horror, Wargame, World War II",Yann and Clem,2.625
3516,https://boardgamegeek.com/boardgame/6431/air-armor,6431,Air & Armor,2,2,120,120,120,1986,7.59355,5.72758,124,//cf.geekdo-images.com/images/pic28932.jpg,12,"Action Point Allowance System, Hex-and-Counter, Simulation",421,"Modern Warfare, Wargame",Bruce S. Maxwell,3.56
3517,https://boardgamegeek.com/boardgame/42731/lock-n-load-heroes-gap,42731,Lock 'n Load: Heroes of the Gap,2,2,90,90,90,2011,8.055,5.72754,110,//cf.geekdo-images.com/images/pic1986934.jpg,12,"Hex-and-Counter, Modular Board",293,"Modern Warfare, Wargame","Pete Abrams, Mark H. Walker",3.2222
3518,https://boardgamegeek.com/boardgame/26459/pq-17-arctic-naval-operations-1941-43,26459,PQ-17: Arctic Naval Operations 1941-43,2,2,210,210,210,2009,7.14421,5.72753,164,//cf.geekdo-images.com/images/pic507588.jpg,0,"Dice Rolling, Hex-and-Counter, Secret Unit Deployment, Simulation",833,"Nautical, Wargame, World War II",Chris Janiec,4.0263
3519,https://boardgamegeek.com/boardgame/189869/butterfly-garden,189869,The Butterfly Garden,2,6,40,20,40,2016,6.91402,5.72749,189,//cf.geekdo-images.com/images/pic3142367.jpg,8,"Auction/Bidding, Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection",572,"Animals, Card Game",Steve Finn,1.3333
3520,https://boardgamegeek.com/boardgame/153905/warband-against-darkness,153905,Warband: Against the Darkness,2,5,60,60,60,2015,6.88026,5.72748,176,//cf.geekdo-images.com/images/pic2060503.jpg,10,"Action Point Allowance System, Area Control / Area Influence, Set Collection",370,"Fighting, Territory Building",Micah Fuller,2.7059
3521,https://boardgamegeek.com/boardgame/146818/cappuccino,146818,Cappuccino,2,4,20,10,20,2013,6.3117,5.72737,364,//cf.geekdo-images.com/images/pic1766036.jpg,8,"Area Enclosure, Grid Movement, Modular Board",373,Abstract Strategy,Charles Chevallier,1.2963
3522,https://boardgamegeek.com/boardgame/125658/level-7-escape,125658,Level 7 [Escape],1,4,45,45,45,2012,6.13174,5.72733,683,//cf.geekdo-images.com/images/pic1332528.jpg,14,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",1662,"Horror, Science Fiction",Will Schoonover,2.8136
3523,https://boardgamegeek.com/boardgame/847/feudal,847,Feudal,2,6,90,90,90,1967,5.97175,5.72732,1191,//cf.geekdo-images.com/images/pic1512978.jpg,10,Grid Movement,2856,"Abstract Strategy, Medieval, Miniatures",Fred Buestchler,2.2411
3524,https://boardgamegeek.com/boardgame/853/und-tschuss,853,...und tschüss!,4,6,30,30,30,1997,6.43628,5.7272,290,//cf.geekdo-images.com/images/pic295893.jpg,10,Simultaneous Action Selection,362,Card Game,Martin Wallace,1.3
3525,https://boardgamegeek.com/boardgame/4255/ney-vs-wellington,4255,Ney vs. Wellington,2,2,180,180,180,1979,6.81265,5.72719,204,//cf.geekdo-images.com/images/pic27938.jpg,14,"Dice Rolling, Hex-and-Counter",704,"Napoleonic, Wargame",Joseph M. Balkoski,3.4848
3526,https://boardgamegeek.com/boardgame/350/hattrick,350,Hattrick,4,6,30,30,30,1995,6.4972,5.72718,266,//cf.geekdo-images.com/images/pic48639.jpg,10,Trick-taking,413,Card Game,Klaus Palesch,1.5909
3527,https://boardgamegeek.com/boardgame/38980/mecanisburgo,38980,Mecanisburgo,2,6,120,120,120,2008,6.54691,5.72711,263,//cf.geekdo-images.com/images/pic412086.jpg,14,"Area Control / Area Influence, Card Drafting, Secret Unit Deployment, Worker Placement",492,"Economic, Fantasy, Science Fiction",Servando Carballar,3.7209
3528,https://boardgamegeek.com/boardgame/39635/prolix,39635,Prolix,1,5,30,30,30,2010,6.51515,5.72701,260,//cf.geekdo-images.com/images/pic726377.jpg,9,none,558,Word Game,Gil Hova,1.7407
3529,https://boardgamegeek.com/boardgame/107635/kairo,107635,Kairo,2,4,45,45,45,2012,6.7065,5.72686,217,//cf.geekdo-images.com/images/pic1102111.jpg,8,"Hand Management, Tile Placement",618,Economic,Kimmo Sorsamo,2.6071
3530,https://boardgamegeek.com/boardgame/11705/lightning-midway-june-4th-june-6th-1942,11705,"Lightning: Midway ? June 4th to June 6th, 1942",2,2,30,30,30,2004,6.4487,5.72673,301,//cf.geekdo-images.com/images/pic158807.jpg,9,Hand Management,533,"Aviation / Flight, Card Game, Wargame, World War II",Dan Verssen,1.6923
3531,https://boardgamegeek.com/boardgame/11104/whos-ass,11104,Who's the Ass?,3,12,30,30,30,2004,6.07645,5.72666,569,//cf.geekdo-images.com/images/pic49429.jpg,8,Hand Management,697,Card Game,Wolfgang Kramer,1.2568
3532,https://boardgamegeek.com/boardgame/129156/battles-bulge-celles,129156,Battles of the Bulge: Celles,2,2,180,180,180,2012,7.78462,5.72656,104,//cf.geekdo-images.com/images/pic1389353.jpg,13,"Chit-Pull System, Hex-and-Counter, Simulation",342,"Wargame, World War II",Roger Miller,2.3333
3533,https://boardgamegeek.com/boardgame/175088/pharaohs-gulo-gulo,175088,Pharaoh's Gulo Gulo,2,6,20,20,0,2015,6.94539,5.72633,167,//cf.geekdo-images.com/images/pic2462004.jpg,7,none,384,Children's Game,"Jürgen P. Grunau, Wolfgang Kramer, Hans Raggan",1.2
3534,https://boardgamegeek.com/boardgame/12134/hallowed-ground,12134,This Hallowed Ground,2,6,360,360,360,1998,7.98156,5.72628,101,//cf.geekdo-images.com/images/pic1826110.jpg,14,"Dice Rolling, Hex-and-Counter",307,"American Civil War, Wargame","Dean Essig, David A. Powell",4.0526
3535,https://boardgamegeek.com/boardgame/5251/camelot,5251,Camelot,2,2,15,15,15,1930,6.75233,5.72616,236,//cf.geekdo-images.com/images/pic723519.jpg,8,Grid Movement,641,Abstract Strategy,George S. Parker,2.3529
3536,https://boardgamegeek.com/boardgame/67601/d-day-peleliu,67601,D-Day at Peleliu,1,2,480,60,480,2015,8.36333,5.72605,90,//cf.geekdo-images.com/images/pic2529440.jpg,12,"Hex-and-Counter, Simulation",586,"Wargame, World War II",John H. Butterfield,3.8571
3537,https://boardgamegeek.com/boardgame/63/samurai,63,Samurai,2,8,180,180,180,1979,6.3803,5.72593,368,//cf.geekdo-images.com/images/pic245105.jpg,12,Area Movement,945,"Political, Wargame",Dan Campagna,2.5769
3538,https://boardgamegeek.com/boardgame/2759/havannah,2759,Havannah,2,2,30,30,30,1981,7.19135,5.72558,156,//cf.geekdo-images.com/images/pic2646918.jpg,10,Pattern Building,226,Abstract Strategy,Christian Freeling,3.2941
3539,https://boardgamegeek.com/boardgame/19727/great-space-race,19727,The Great Space Race,3,6,180,120,180,2006,6.5218,5.72552,306,//cf.geekdo-images.com/images/pic175565.jpg,10,"Action / Movement Programming, Simultaneous Action Selection, Variable Player Powers",437,"Racing, Science Fiction",Craig Zipse,2.3333
3540,https://boardgamegeek.com/boardgame/180263/7th-continent,180263,The 7th Continent,1,4,1000,5,1000,2017,8.16752,5.72538,117,//cf.geekdo-images.com/images/pic2648303.jpg,12,"Campaign / Battle Card Driven, Co-operative Play, Modular Board, Storytelling",466,"Adventure, Card Game, Exploration","Ludovic Roudy, Bruno Sautter",3.1667
3541,https://boardgamegeek.com/boardgame/87200/dragon-valley,87200,Dragon Valley,2,4,120,120,120,2012,6.73723,5.7253,213,//cf.geekdo-images.com/images/pic1084781.jpg,12,"Area Movement, Chit-Pull System, Tile Placement",363,"City Building, Exploration, Fantasy, Fighting",CW Karstens,3.0952
3542,https://boardgamegeek.com/boardgame/181290/kumo-hogosha,181290,KUMO Hogosha,2,4,30,25,30,2015,7.09459,5.72521,196,//cf.geekdo-images.com/images/pic2606432.jpg,8,Grid Movement,354,"Abstract Strategy, Fighting","Patrick Gere, Nico Pirard",2
3543,https://boardgamegeek.com/boardgame/175495/titan-race,175495,Titan Race,2,6,30,30,30,2015,6.40058,5.72511,311,//cf.geekdo-images.com/images/pic2527069.jpg,8,"Dice Rolling, Grid Movement, Take That, Variable Player Powers",657,"Dice, Fantasy, Racing",Julian Allain,1.5556
3544,https://boardgamegeek.com/boardgame/188991/alienation,188991,Alienation,2,4,30,15,30,2016,7.77367,5.72507,169,//cf.geekdo-images.com/images/pic2811580.jpg,8,"Card Drafting, Take That, Tile Placement",252,"Card Game, Science Fiction","Chris Lombardi, Coryn Lombardi",1.1667
3545,https://boardgamegeek.com/boardgame/21709/jericho,21709,Jericho,3,5,15,15,15,2006,6.08137,5.725,574,//cf.geekdo-images.com/images/pic110074.jpg,8,"Hand Management, Set Collection, Take That",983,"Ancient, Card Game, Religious",Thomas Lehmann,1.3956
3546,https://boardgamegeek.com/boardgame/17465/cowboys-way-gun,17465,Cowboys: The Way of the Gun,2,10,60,60,60,2007,6.18408,5.725,474,//cf.geekdo-images.com/images/pic182903.jpg,8,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board",727,"American West, Wargame","Matt Burchfield, Grant Wylie, Mike Wylie, Kevin Wylie",1.6
3547,https://boardgamegeek.com/boardgame/30878/power-weakness,30878,Power & Weakness,2,2,45,45,45,2007,6.65645,5.72493,214,//cf.geekdo-images.com/images/pic260563.jpg,12,Area Control / Area Influence,429,"Fantasy, Medieval",Andreas Steding,3.0588
3548,https://boardgamegeek.com/boardgame/1233/facts-five,1233,Facts in Five,1,5,30,30,30,1964,6.05311,5.72476,714,//cf.geekdo-images.com/images/pic1651611.jpg,8,none,1768,"Party Game, Trivia, Word Game",Richard Onanian,1.68
3549,https://boardgamegeek.com/boardgame/22479/horrorclix,22479,HorrorClix,2,0,60,60,60,2006,6.43206,5.72473,364,//cf.geekdo-images.com/images/pic683241.jpg,12,"Action Point Allowance System, Dice Rolling, Variable Player Powers",706,"Collectible Components, Fantasy, Fighting, Horror, Miniatures, Movies / TV / Radio theme",Scott Hungerford,2.3061
3550,https://boardgamegeek.com/boardgame/1583/barbarossa-army-group-center-1941,1583,"Barbarossa: Army Group Center, 1941",1,4,120,120,120,1998,7.92524,5.72464,105,//cf.geekdo-images.com/images/pic773842.jpg,12,Hex-and-Counter,332,"Wargame, World War II","Tony Curtis, Vance von Borries",3.9
3551,https://boardgamegeek.com/boardgame/67199/coming-storm,67199,The Coming Storm,2,2,0,0,0,2010,7.98928,5.72463,97,//cf.geekdo-images.com/images/pic739809.jpg,0,"Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter, Simulation",357,"Napoleonic, Wargame",Kevin Zucker,3.1739
3552,https://boardgamegeek.com/boardgame/76247/eaten-zombies,76247,Eaten by Zombies!,2,4,30,30,30,2011,5.94169,5.72461,1070,//cf.geekdo-images.com/images/pic770075.jpg,8,"Card Drafting, Deck / Pool Building, Hand Management",2029,"Card Game, Horror, Zombies",Max Holliday,2.0789
3553,https://boardgamegeek.com/boardgame/110868/locke-key-game,110868,Locke & Key: The Game,3,6,30,30,30,2012,6.37012,5.72446,360,//cf.geekdo-images.com/images/pic1122308.jpg,15,Hand Management,858,"Card Game, Horror, Novel-based",Matt Hyra,1.75
3554,https://boardgamegeek.com/boardgame/36739/black-sheep,36739,Black Sheep,2,4,30,30,30,2008,5.9497,5.72438,988,//cf.geekdo-images.com/images/pic359281.jpg,8,"Hand Management, Set Collection",1783,"Animals, Card Game, Children's Game",Reiner Knizia,1.4091
3555,https://boardgamegeek.com/boardgame/145493/kings-armory,145493,The King's Armory,1,7,240,30,240,2015,7.2369,5.72433,197,//cf.geekdo-images.com/images/pic2582948.jpg,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Route/Network Building, Variable Player Powers",526,"Fantasy, Video Game Theme",John Wrot!,3.1765
3556,https://boardgamegeek.com/boardgame/38391/kakerlakensuppe,38391,Kakerlakensuppe,2,6,20,10,20,2008,6.13355,5.72433,533,//cf.geekdo-images.com/images/pic485177.jpg,6,Pattern Recognition,1217,"Animals, Card Game, Humor, Real-time",Jacques Zeimet,1.1944
3557,https://boardgamegeek.com/boardgame/144988/lords-war-elves-versus-lizardmen,144988,Lords of War:  Elves versus Lizardmen,2,8,30,30,30,2013,7.14017,5.72416,173,//cf.geekdo-images.com/images/pic1715228.jpg,12,"Hand Management, Player Elimination, Variable Player Powers",485,"Card Game, Fantasy, Fighting","Nick Street, Martin Vaux",2
3558,https://boardgamegeek.com/boardgame/30324/cah-n-gun-live,30324,Ca$h 'n Gun$: Live,8,20,0,0,0,2007,6.39681,5.72413,307,//cf.geekdo-images.com/images/pic243048.jpg,10,"Acting, Player Elimination, Simultaneous Action Selection, Variable Player Powers",890,"Bluffing, Card Game, Fighting, Humor, Mafia, Negotiation, Party Game",Ludovic Maublanc,1.3871
3559,https://boardgamegeek.com/boardgame/173649/king-chocolate,173649,King Chocolate,2,5,60,30,60,2015,6.73,5.72374,204,//cf.geekdo-images.com/images/pic2672531.jpg,10,"Action Point Allowance System, Modular Board, Tile Placement",267,Economic,Stefan Alexander,2.4545
3560,https://boardgamegeek.com/boardgame/129382/ark-noah,129382,Ark & Noah,2,4,45,45,45,2012,6.65766,5.72354,222,//cf.geekdo-images.com/images/pic1404716.jpg,8,"Area Control / Area Influence, Area Enclosure, Variable Phase Order, Worker Placement",431,"Animals, Nautical, Novel-based, Religious",Stefano Groppi,2.7059
3561,https://boardgamegeek.com/boardgame/149896/alien-vs-predator-hunt-begins,149896,Alien vs Predator: The Hunt Begins,1,3,120,60,120,2015,6.9986,5.72348,242,//cf.geekdo-images.com/images/pic2635971.jpg,12,"Action Point Allowance System, Area Movement, Dice Rolling, Hand Management, Modular Board, Player Elimination, Role Playing, Secret Unit Deployment, Variable Player Powers",721,"Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Jarek Ewertowski, Grzegorz Oleksy",3.2667
3562,https://boardgamegeek.com/boardgame/143782/global-mogul,143782,Global Mogul,1,4,120,60,120,2013,7.04304,5.72332,158,//cf.geekdo-images.com/images/pic1778424.jpg,14,Worker Placement,333,Economic,Bill Crenshaw,3.4783
3563,https://boardgamegeek.com/boardgame/66076/industry,66076,Industry,3,4,75,75,75,2010,6.44218,5.72298,300,//cf.geekdo-images.com/images/pic682421.jpg,10,Auction/Bidding,873,"Economic, Industry / Manufacturing",Michael Schacht,2.8889
3564,https://boardgamegeek.com/boardgame/121958/sky-traders,121958,Sky Traders,2,5,180,180,180,2012,6.2402,5.7229,505,//cf.geekdo-images.com/images/pic1280034.jpg,14,"Area Movement, Commodity Speculation, Dice Rolling, Modular Board, Pick-up and Deliver",1396,"Aviation / Flight, Fantasy, Transportation",Gioacchino Prestigiacomo,2.8095
3565,https://boardgamegeek.com/boardgame/158742/backyard-builders-treehouse,158742,Backyard Builders Treehouse,2,5,10,5,10,2014,5.92957,5.72283,995,//cf.geekdo-images.com/images/pic3058640.jpg,6,"Card Drafting, Set Collection",2157,"Card Game, Trains, Transportation",David Short,1.0694
3566,https://boardgamegeek.com/boardgame/5699/afrika-northern-african-campaign-1940-1942-1st-edi,5699,"Afrika: The Northern African Campaign, 1940-1942 (1st edition)",2,2,720,180,720,1993,6.82789,5.72273,199,//cf.geekdo-images.com/images/pic216361.jpg,12,Hex-and-Counter,533,"Wargame, World War II",Dean Essig,2.5
3567,https://boardgamegeek.com/boardgame/103877/casa-grande,103877,Casa Grande,2,4,45,30,45,2011,6.44989,5.7226,281,//cf.geekdo-images.com/images/pic1378364.jpg,8,"Pattern Building, Roll / Spin and Move",426,Abstract Strategy,Günter Burkhardt,2.1154
3568,https://boardgamegeek.com/boardgame/8316/over-reich,8316,Over the Reich,2,2,120,120,120,1994,7.57,5.72257,135,//cf.geekdo-images.com/images/pic736696.jpg,12,Hex-and-Counter,307,"Aviation / Flight, Wargame, World War II",J. D. Webster,3.9655
3569,https://boardgamegeek.com/boardgame/27766/catan-junior,27766,Catan Junior,3,4,30,30,30,2007,6.41208,5.7223,322,//cf.geekdo-images.com/images/pic266168.jpg,6,"Dice Rolling, Hand Management, Memory, Route/Network Building, Trading",616,"Children's Game, Negotiation, Pirates",Klaus Teuber,1.6071
3570,https://boardgamegeek.com/boardgame/124490/aztlan,124490,Aztlán,2,4,60,60,60,2012,6.44647,5.72216,309,//cf.geekdo-images.com/images/pic1381935.jpg,13,"Area Control / Area Influence, Simultaneous Action Selection",695,"Ancient, Civilization",Leo Colovini,2.4
3571,https://boardgamegeek.com/boardgame/200934/coldwater-crown,200934,Coldwater Crown,1,4,90,40,90,2017,8.1433,5.72208,97,//cf.geekdo-images.com/images/pic3370578.png,13,"Set Collection, Worker Placement",220,Nautical,Brian Suhre,2.25
3572,https://boardgamegeek.com/boardgame/2252/king-tabletop,2252,King of the Tabletop,2,4,180,180,180,1983,6.89017,5.72202,191,//cf.geekdo-images.com/images/pic387635.jpg,12,"Area Control / Area Influence, Secret Unit Deployment",365,"Bluffing, Exploration, Fantasy, Print & Play, Territory Building","Robert J. Kuntz, Tom Wham",1.9231
3573,https://boardgamegeek.com/boardgame/4102/europa-universalis,4102,Europa Universalis,1,6,3600,3600,3600,1993,6.65268,5.72197,284,//cf.geekdo-images.com/images/pic280675.jpg,14,"Area Movement, Simulation",677,"Age of Reason, Civilization, Pike and Shot, Renaissance, Wargame",Philippe Thibaut,4.8814
